id,edad,pais,tipo_visa,renovaciones_previas,fecha_inicio,fecha_final,dias_restantes,dias_desde_inicio,porcentaje_transcurrido,en_ultimos_3_meses,riesgo
1162,38,México,Residencia Permanente,0,2021-03-21,2026-03-20,103,1722,94.36,0,bajo_riesgo
1086,39,Venezuela,Residencia Temporal,0,2026-03-19,2026-09-15,282,-102,-56.67,0,bajo_riesgo
647,30,México,Turista,2,2023-01-24,2026-01-23,47,1048,95.71,1,medio_riesgo
1152,72,Honduras,Estudiante,1,2026-01-15,2026-07-14,219,-39,-21.67,0,bajo_riesgo
1367,47,Honduras,Negocios,0,2024-04-22,2026-04-22,136,594,81.37,0,bajo_riesgo
520,52,Argentina,Negocios,0,2023-02-08,2026-02-07,62,1033,94.34,1,medio_riesgo
64,69,Colombia,Estudiante,1,2025-09-12,2025-12-11,4,86,95.56,1,alto_riesgo
14,74,Chile,Turista,1,2025-06-29,2025-12-26,19,161,89.44,1,alto_riesgo
1180,38,Colombia,Estudiante,3,2026-03-09,2026-06-07,182,-92,-102.22,0,bajo_riesgo
1064,72,República Dominicana,Estudiante,1,2026-06-11,2026-09-09,276,-186,-206.67,0,bajo_riesgo
492,54,Brasil,Estudiante,4,2024-12-22,2025-12-22,15,350,95.89,1,alto_riesgo
379,26,República Dominicana,Negocios,1,2025-09-25,2025-12-24,17,73,81.11,1,alto_riesgo
187,47,Colombia,Estudiante,1,2024-01-02,2026-01-01,25,705,96.58,1,alto_riesgo
763,34,Perú,Estudiante,2,2021-02-07,2026-02-06,61,1764,96.66,1,medio_riesgo
216,49,Chile,Turista,0,2025-01-02,2026-01-02,26,339,92.88,1,alto_riesgo
791,48,Chile,Estudiante,0,2025-12-06,2026-03-06,89,1,1.11,1,medio_riesgo
1076,40,Brasil,Negocios,2,2021-06-01,2026-05-31,175,1650,90.41,0,bajo_riesgo
878,23,Nicaragua,Estudiante,2,2025-10-28,2026-01-26,50,40,44.44,1,medio_riesgo
337,61,Ecuador,Residencia Permanente,1,2025-09-29,2025-12-28,21,69,76.67,1,alto_riesgo
719,42,Venezuela,Trabajo,3,2024-01-22,2026-01-21,45,685,93.84,1,medio_riesgo
295,73,Colombia,Trabajo,0,2023-12-26,2025-12-25,18,712,97.53,1,alto_riesgo
1016,69,Bolivia,Residencia Permanente,0,2025-08-21,2026-08-21,257,108,29.59,0,bajo_riesgo
1275,65,Perú,Turista,2,2025-12-28,2026-06-26,201,-21,-11.67,0,bajo_riesgo
455,46,Chile,Turista,0,2024-12-19,2025-12-19,12,353,96.71,1,alto_riesgo
1496,38,Argentina,Estudiante,2,2023-07-22,2026-07-21,226,869,79.36,0,bajo_riesgo
815,23,México,Estudiante,1,2023-01-12,2026-01-11,35,1060,96.8,1,medio_riesgo
269,55,Bolivia,Turista,0,2024-01-04,2026-01-03,27,703,96.3,1,alto_riesgo
995,70,México,Turista,0,2025-10-31,2026-01-29,53,37,41.11,1,medio_riesgo
201,71,Bolivia,Negocios,0,2020-12-12,2025-12-11,4,1821,99.78,1,alto_riesgo
161,60,Brasil,Turista,0,2022-12-26,2025-12-25,18,1077,98.36,1,alto_riesgo
729,54,Venezuela,Trabajo,1,2021-02-14,2026-02-13,68,1757,96.27,1,medio_riesgo
401,39,Argentina,Trabajo,2,2024-12-21,2025-12-21,14,351,96.16,1,alto_riesgo
702,75,Brasil,Estudiante,1,2025-11-28,2026-02-26,81,9,10.0,1,medio_riesgo
1129,61,Perú,Estudiante,0,2026-01-02,2026-07-01,206,-26,-14.44,0,bajo_riesgo
565,60,Brasil,Estudiante,1,2023-01-11,2026-01-10,34,1061,96.89,1,medio_riesgo
1413,30,Brasil,Turista,0,2023-03-11,2026-03-10,93,1002,91.51,0,bajo_riesgo
1021,46,Argentina,Turista,0,2026-04-21,2026-07-20,225,-135,-150.0,0,bajo_riesgo
1025,43,Bolivia,Estudiante,1,2025-08-07,2026-08-07,243,122,33.42,0,bajo_riesgo
1411,26,Chile,Turista,0,2026-04-05,2026-07-04,209,-119,-132.22,0,bajo_riesgo
1104,54,Perú,Residencia Temporal,0,2026-01-25,2026-04-25,139,-49,-54.44,0,bajo_riesgo
205,22,Perú,Residencia Permanente,0,2025-09-19,2025-12-18,11,79,87.78,1,alto_riesgo
34,45,Colombia,Residencia Permanente,0,2023-12-21,2025-12-20,13,717,98.22,1,alto_riesgo
775,18,Nicaragua,Trabajo,0,2025-02-21,2026-02-21,76,289,79.18,1,medio_riesgo
508,48,Venezuela,Trabajo,1,2025-10-08,2026-01-06,30,60,66.67,1,medio_riesgo
1475,72,México,Trabajo,1,2026-04-26,2026-10-23,320,-140,-77.78,0,bajo_riesgo
1390,33,Colombia,Negocios,0,2025-11-29,2026-05-28,172,8,4.44,0,bajo_riesgo
91,63,Honduras,Residencia Temporal,0,2023-12-17,2025-12-16,9,721,98.77,1,alto_riesgo
1363,31,Colombia,Turista,2,2023-07-19,2026-07-18,223,872,79.63,0,bajo_riesgo
897,46,Colombia,Turista,0,2025-11-04,2026-02-02,57,33,36.67,1,medio_riesgo
564,69,Ecuador,Turista,0,2025-03-01,2026-03-01,84,281,76.99,1,medio_riesgo
1369,61,Nicaragua,Turista,0,2026-05-29,2026-11-25,353,-173,-96.11,0,bajo_riesgo
776,52,México,Residencia Temporal,2,2023-01-08,2026-01-07,31,1064,97.17,1,medio_riesgo
241,61,Bolivia,Trabajo,0,2022-12-13,2025-12-12,5,1090,99.54,1,alto_riesgo
13,53,Venezuela,Estudiante,0,2022-12-29,2025-12-28,21,1074,98.08,1,alto_riesgo
315,63,Brasil,Residencia Temporal,1,2025-06-25,2025-12-22,15,165,91.67,1,alto_riesgo
600,53,México,Turista,0,2024-01-22,2026-01-21,45,685,93.84,1,medio_riesgo
387,75,México,Turista,0,2025-06-30,2025-12-27,20,160,88.89,1,alto_riesgo
1297,52,Colombia,Negocios,1,2021-06-16,2026-06-15,190,1635,89.59,0,bajo_riesgo
166,46,Colombia,Turista,0,2020-12-16,2025-12-15,8,1817,99.56,1,alto_riesgo
840,33,Perú,Residencia Permanente,0,2021-01-16,2026-01-15,39,1786,97.86,1,medio_riesgo
20,61,Colombia,Estudiante,2,2020-12-28,2025-12-27,20,1805,98.9,1,alto_riesgo
646,69,Argentina,Trabajo,2,2024-02-15,2026-02-14,69,661,90.55,1,medio_riesgo
1154,43,Colombia,Estudiante,1,2023-03-11,2026-03-10,93,1002,91.51,0,bajo_riesgo
831,43,República Dominicana,Estudiante,4,2021-01-25,2026-01-24,48,1777,97.37,1,medio_riesgo
1267,67,Brasil,Negocios,2,2021-06-06,2026-06-05,180,1645,90.14,0,bajo_riesgo
562,25,Chile,Trabajo,0,2024-01-11,2026-01-10,34,696,95.34,1,medio_riesgo
1460,40,Perú,Trabajo,0,2026-01-30,2026-04-30,144,-54,-60.0,0,bajo_riesgo
686,59,Cuba,Estudiante,1,2025-10-23,2026-01-21,45,45,50.0,1,medio_riesgo
957,68,Ecuador,Trabajo,3,2024-01-22,2026-01-21,45,685,93.84,1,medio_riesgo
189,34,México,Turista,1,2025-09-24,2025-12-23,16,74,82.22,1,alto_riesgo
975,25,Colombia,Turista,0,2025-11-15,2026-02-13,68,22,24.44,1,medio_riesgo
699,54,Chile,Trabajo,1,2025-01-16,2026-01-16,40,325,89.04,1,medio_riesgo
510,53,Brasil,Turista,2,2023-02-14,2026-02-13,68,1027,93.79,1,medio_riesgo
1082,74,Bolivia,Residencia Permanente,0,2026-06-17,2026-09-15,282,-192,-213.33,0,bajo_riesgo
474,56,Cuba,Trabajo,2,2024-12-10,2025-12-10,3,362,99.18,1,alto_riesgo
856,23,México,Estudiante,0,2025-08-25,2026-02-21,76,104,57.78,1,medio_riesgo
747,60,Chile,Trabajo,1,2025-08-09,2026-02-05,60,120,66.67,1,medio_riesgo
252,48,Brasil,Turista,0,2024-12-15,2025-12-15,8,357,97.81,1,alto_riesgo
21,28,Colombia,Residencia Temporal,0,2025-06-18,2025-12-15,8,172,95.56,1,alto_riesgo
1337,28,República Dominicana,Turista,0,2021-05-16,2026-05-15,159,1666,91.29,0,bajo_riesgo
459,75,México,Turista,0,2023-01-03,2026-01-02,26,1069,97.63,1,alto_riesgo
1184,66,Perú,Trabajo,0,2025-10-23,2026-04-21,135,45,25.0,0,bajo_riesgo
276,73,Argentina,Trabajo,1,2020-12-09,2025-12-08,1,1824,99.95,1,alto_riesgo
955,31,Perú,Residencia Temporal,0,2025-08-11,2026-02-07,62,118,65.56,1,medio_riesgo
1215,60,Chile,Negocios,0,2023-05-03,2026-05-02,146,949,86.67,0,bajo_riesgo
385,48,Colombia,Negocios,1,2020-12-22,2025-12-21,14,1811,99.23,1,alto_riesgo
805,32,República Dominicana,Trabajo,1,2024-01-31,2026-01-30,54,676,92.6,1,medio_riesgo
1437,33,México,Estudiante,2,2026-02-25,2026-05-26,170,-80,-88.89,0,bajo_riesgo
343,50,Argentina,Turista,2,2025-07-07,2026-01-03,27,153,85.0,1,alto_riesgo
769,21,Venezuela,Estudiante,2,2025-08-05,2026-02-01,56,124,68.89,1,medio_riesgo
1332,18,Chile,Turista,0,2021-04-09,2026-04-08,122,1703,93.32,0,bajo_riesgo
130,74,Chile,Residencia Permanente,2,2022-12-14,2025-12-13,6,1089,99.45,1,alto_riesgo
871,69,México,Turista,1,2025-01-17,2026-01-17,41,324,88.77,1,medio_riesgo
1123,29,Colombia,Negocios,0,2023-05-20,2026-05-19,163,932,85.11,0,bajo_riesgo
1396,28,Argentina,Turista,0,2023-10-04,2026-10-03,300,795,72.6,0,bajo_riesgo
87,25,Chile,Turista,2,2025-06-29,2025-12-26,19,161,89.44,1,alto_riesgo
1482,64,Cuba,Trabajo,1,2025-11-11,2026-11-11,339,26,7.12,0,bajo_riesgo
330,62,Perú,Residencia Permanente,0,2021-01-04,2026-01-03,27,1798,98.52,1,alto_riesgo
1238,64,Colombia,Negocios,0,2021-09-01,2026-08-31,267,1558,85.37,0,bajo_riesgo
466,41,Haití,Estudiante,3,2023-12-21,2025-12-20,13,717,98.22,1,alto_riesgo
121,69,República Dominicana,Estudiante,2,2025-07-04,2025-12-31,24,156,86.67,1,alto_riesgo
1044,58,México,Estudiante,4,2024-03-16,2026-03-16,99,631,86.44,0,bajo_riesgo
1095,21,Venezuela,Residencia Temporal,0,2026-07-13,2026-10-11,308,-218,-242.22,0,bajo_riesgo
1130,37,México,Trabajo,4,2025-10-19,2026-10-19,316,49,13.42,0,bajo_riesgo
1294,21,Venezuela,Trabajo,0,2026-01-14,2026-07-13,218,-38,-21.11,0,bajo_riesgo
860,22,Colombia,Turista,0,2021-02-27,2026-02-26,81,1744,95.56,1,medio_riesgo
1459,31,Ecuador,Estudiante,0,2023-07-13,2026-07-12,217,878,80.18,0,bajo_riesgo
1126,33,Brasil,Negocios,0,2025-11-05,2026-11-05,333,32,8.77,0,bajo_riesgo
